X,Y,STORENAME,ADDRESS,ZIPCODE,PHONE,WARD,SSL,NOTES,PRESENT90,PRESENT95,PRESENT00,PRESENT05,PRESENT08,PRESENT09,PRESENT10,PRESENT11,PRESENT12,PRESENT13,PRESENT14,PRESENT15,PRESENT16,PRESENT17,PRESENT18,PRESENT22,PRESENT23,PRESENT24,PRESENT25,GIS_ID,XCOORD,YCOORD,MAR_ID,SE_ANNO_CAD_DATA,GLOBALID,CREATED,EDITED,OBJECTID
-8569485.64628398,4699486.18849327,Giant,1535 ALABAMA AVENUE SE,20032,2026106464,Ward 8,5912    0818,Camp Simms,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,GroceryStorePt_67,401649.66,130793.59,306557,,{B9BAED96-5B48-4DD4-B08E-E531CF031451},2022/09/28 22:04:54+00,2025/01/14 19:33:19+00,708
-8574556.39151165,4717307.71713324,Safeway,6500 PINEY BRANCH ROAD NW,20012,2027235644,Ward 4,2974    0020, ,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,GroceryStorePt_68,397699.34,144623.03,285341,,{61779AAC-DFDE-4952-9C2E-9CF5BC9DEEF2},2022/09/28 22:04:54+00,2025/01/14 19:33:19+00,709
-8580780.6969567,4714847.00711483,Safeway,4203 DAVENPORT STREET NW,20016,2023640290,Ward 3,1672    0815, ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,GroceryStorePt_69,392852.16,142717.87,301160,,{89BCAD9B-90E3-49D3-B89A-BE1A35447D76},2022/09/28 22:04:54+00,2025/01/14 19:33:19+00,710
-8574368.06356447,4712859.80583883,Safeway,3830 GEORGIA AVENUE NW,20011,2028821140,Ward 4,2905    0814, ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,GroceryStorePt_16,397845.01,141173.71,225076,,{CE7A30D3-A0A7-4E3E-8C33-94EF828CF35D},2022/09/28 22:04:54+00,2025/01/14 19:33:19+00,711
-8575891.53284872,4711784.63271694,BestWorld Supermarket,3178 MOUNT PLEASANT STREET NW,20010,2022653768,Ward 1,2601    0667, ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,GroceryStorePt_22,396658.16,140340.12,233149,,{38E91B45-9A3E-4AE6-BA7A-F6C9D2ED834B},2022/09/28 22:04:54+00,2025/01/14 19:33:19+00,712
-8575880.11962759,4710503.02388512,Harris Teeter,1631 KALORAMA ROAD NW,20009,2029861415,Ward 1,2572    0036,Citadel,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,GroceryStorePt_28,396666.63,139345.87,284059,,{9C7F3535-0563-49EB-94A7-AC647D52A781},2022/09/28 22:04:54+00,2025/01/14 19:33:19+00,713
-8570758.20656291,4710108.53014748,Giant,1050 BRENTWOOD ROAD NE,20018,2022813900,Ward 5,3854    0802, ,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,GroceryStorePt_34,400656.59,139039.13,299835,,{8DCFB057-DC2B-4672-AF50-AEF4052A5E39},2022/09/28 22:04:54+00,2025/01/14 19:33:19+00,714
-8576632.4340371,4709401.03660586,Dawson's Market,2001 S STREET NW,20009,2025885698,Ward 2,0090    0032,,,,,,,,,,,,,,,,,Yes,No,No,No,GroceryStorePt_41,396080.16,138491.14,242564,,{65033E44-B702-43E3-B52F-3FF94A0FB7E9},2022/09/28 22:04:54+00,2025/01/14 19:33:19+00,715
-8574572.17074083,4708329.99317963,Capitol Super Market,1231 11TH STREET NW,20001,2022891336,Ward 2,0340    0824, ,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,GroceryStorePt_46,397685.02,137659.43,239341,,{0613191B-5619-4A20-83D7-E7FEA9AF28FC},2022/09/28 22:04:54+00,2025/01/14 19:33:19+00,716
-8573644.04985771,4707857.72914553,Safeway,490 L STREET NW,20001,2027192435,Ward 6,0515    0158,Mt. Vernon Square,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,GroceryStorePt_52,398408.1,137292.77,304767,,{009CF7A2-1951-4C57-8BB0-903A0D541736},2022/09/28 22:04:54+00,2025/01/14 19:33:19+00,717
-8565751.75301388,4706376.30163475,Safeway,322 40TH STREET NE,20019,2023972802,Ward 7,5051N   0840, ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,GroceryStorePt_77,404558.4,136144.21,295141,,{DE137DF5-10A3-4008-852F-F1AD1DDB40AC},2022/09/28 22:04:54+00,2025/01/14 19:33:19+00,718
-8568567.09755793,4703658.25593765,Yes! Organic,2323 PENNSYLVANIA AVENUE SE,20020,2025821480,Ward 7,5560    0055, ,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,GroceryStorePt_78,402365.01,134033.39,48543,,{C6D5AFFB-30F8-4FDA-9817-A07B591EB5E2},2022/09/28 22:04:54+00,2025/01/14 19:33:19+00,719
-8580202.04850252,4713145.29599159,Wegmans,41 RIDGE SQUARE NW,20016,2024491600,Ward 3,1823    0804,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,GroceryStorePt_80,393327.16,141364.5,331634,,{35D83E77-B803-4AD4-9D93-07A2EF13217B},2022/09/28 22:04:54+00,2025/01/14 19:33:19+00,720
-8567971.89628551,4701889.9776956,Lidl,2224 TOWN CENTER DRIVE SE,20020,8447475435,Ward 7,5633    0022,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,GroceryStorePt_81,402813.53,132636.72,313156,,{657A36ED-8179-4F52-B969-A9B5B5A37437},2022/09/28 22:04:54+00,2025/01/14 19:33:19+00,721
-8572500.49063375,4697521.82845663,Good Food Markets,4001 SOUTH CAPITOL STREET SW,20032,2022488496,Ward 8,6172    0815,,,,,,,,,,,,,,,,,Yes,No,No,No,GroceryStorePt_82,399303.3,129237.48,276615,,{6687A883-515F-4E5E-A252-2610DA85DDED},2022/09/28 22:04:54+00,2025/01/14 19:33:19+00,722
-8577761.23165516,4708721.50407324,Streets Market,2617 P STREET NW,20007,2027350996,Ward 2,1265    0101,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,GroceryStorePt_83,395200.42,137964.35,275887,,{07F7DAF6-0B56-43FE-9DC9-86634EF9DAFF},2023/05/17 19:23:12+00,2025/01/14 19:33:19+00,961
-8574736.23848708,4718248.84591182,Whole Foods Market,7130 12TH STREET NW,20012,2028466680,Ward 4,2950    0003,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,GroceryStorePt_84,397559.56,145352.71,334710,,{D67B7C47-1873-455E-9891-CAA0F0D4DFBF},2023/06/28 17:10:21+00,2025/01/14 19:33:19+00,962
-8575272.77743953,4711550.63537857,Lidl,"3100 14TH STREET NW, #116",20010,8447475435,Ward 1,2674    0721,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,GroceryStorePt_85,397140.04,140158.41,306304,,{61B4CD00-7A62-4328-A071-834DEF99283A},2023/06/28 17:18:47+00,2025/01/14 19:33:19+00,963
-8575134.27491566,4709247.22107019,AmazonFresh,1733 14TH STREET NW,20009,,Ward 2,0239    0131,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,GroceryStorePt_90,397247.3,138371.3,318767,,{B7BC9F16-A487-45FA-B334-3F316A686E3D},2024/09/30 19:43:40+00,2025/01/14 19:33:19+00,1281
-8574241.51844572,4708371.18072523,Union Kitchen Grocery,1251 9TH STREET NW,20001,2027927850,Ward 2,0400    0852,,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,GroceryStorePt_87,397942.66,137691.32,301804,,{4DAF45C3-D4AB-4483-9C6D-46E2ECE3B04A},2024/09/30 21:11:17+00,2025/01/14 19:33:19+00,1603
-8574185.13320551,4709724.70563522,Union Kitchen Grocery,1924 8TH STREET NW,20005,2027927850,Ward 1,0393    2017,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,GroceryStorePt_89,397986.86,138741.56,310465,,{F74916FB-B017-4045-9BA8-3623DA4F2C9D},2024/09/30 21:11:17+00,2025/01/14 19:33:19+00,1604
-8572046.27584427,4709074.87427158,Union Kitchen Grocery,1625 ECKINGTON PLACE NE,20002,2027927850,Ward 5,3576    0057,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,GroceryStorePt_86,399653.12,138237.1,145957,,{60636EEE-00C8-44FA-A8DA-7A8896997FAD},2024/09/30 21:11:17+00,2025/01/14 19:33:19+00,1605
-8571847.00818834,4706957.44987435,Union Kitchen Grocery,1625 ECKINGTON PLACE NE,20002,2027927850,Ward 6,0754    0098,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,GroceryStorePt_88,399808.33,136593.94,9536,,{F3D6C804-C6EA-4876-9246-F757ADC92793},2024/09/30 21:11:17+00,2025/01/14 19:33:19+00,1606
-8571570.26111205,4715161.29749667,Aldi,5300 SOUTH DAKOTA AVENUE NE,20011,8003257894,Ward 2,3765 0011,"Opened December 5, 2024",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,GroceryStorePt_90,400023.97,142958.37,320261,,{BB6F0661-0A1D-4A8F-9020-F79D84E4AC0A},2025/01/14 19:18:49+00,2025/01/14 19:33:19+00,1921
